Date,Depth,Set Number
03-05-2025-16-40,6,1


Timestamp,Soil Moisture Value,Soil Moisture (%),Soil Temperature (°C)
03-05-2025-16-53,320,90,13.5
03-05-2025-16-53,318,90,13.5
03-05-2025-16-53,318,90,13.5
03-05-2025-16-53,319,90,13.5
03-05-2025-16-53,319,90,13.5
03-05-2025-16-53,318,90,13.5
03-05-2025-16-53,318,90,13.5
03-05-2025-16-53,315,90,13.5
03-05-2025-16-53,315,90,13.5
03-05-2025-16-53,324,89,13.5
03-05-2025-16-53,324,89,13.5
03-05-2025-16-53,317,90,13.5
03-05-2025-16-53,317,90,13.5
03-05-2025-16-53,320,90,13.5
03-05-2025-16-53,320,90,13.5
03-05-2025-16-53,318,90,13.5
03-05-2025-16-53,318,90,13.5
03-05-2025-16-53,319,90,13.5
03-05-2025-16-53,319,90,13.5
03-05-2025-16-53,319,90,13.5
03-05-2025-16-53,319,90,13.5
03-05-2025-16-53,316,90,13.5
03-05-2025-16-53,316,90,13.5
03-05-2025-16-53,322,89,13.5
03-05-2025-16-53,322,89,13.5
03-05-2025-16-53,322,89,13.5
03-05-2025-16-53,322,89,13.5
03-05-2025-16-53,322,89,13.5
03-05-2025-16-53,321,89,13.5
03-05-2025-16-53,321,89,13.5
03-05-2025-16-53,321,89,13.5
03-05-2025-16-53,321,89,13.5
03-05-2025-16-53,321,89,13.5
03-05-2025-16-53,321,89,13.5
03-05-2025-16-53,325,89,13.5
03-05-2025-16-53,325,89,13.5
03-05-2025-16-53,317,90,13.5
03-05-2025-16-53,317,90,13.5
03-05-2025-16-53,320,90,13.5
03-05-2025-16-53,320,90,13.5
03-05-2025-16-53,320,90,13.5
03-05-2025-16-53,320,90,13.5
03-05-2025-16-53,320,90,13.5
03-05-2025-16-53,320,90,13.5
03-05-2025-16-53,320,90,13.5
03-05-2025-16-53,320,90,13.5
03-05-2025-16-53,320,90,13.5
03-05-2025-16-53,320,90,13.5
03-05-2025-16-53,322,89,13.5
03-05-2025-16-53,322,89,13.5
03-05-2025-16-53,315,90,13.44
03-05-2025-16-53,315,90,13.44
03-05-2025-16-54,321,89,13.5
03-05-2025-16-54,321,89,13.5
03-05-2025-16-54,320,90,13.5
03-05-2025-16-54,320,90,13.5
03-05-2025-16-54,319,90,13.5
03-05-2025-16-54,319,90,13.5
03-05-2025-16-54,319,90,13.5
03-05-2025-16-54,319,90,13.5
03-05-2025-16-54,320,90,13.5
03-05-2025-16-54,320,90,13.5
03-05-2025-16-54,323,89,13.5
03-05-2025-16-54,323,89,13.5
03-05-2025-16-54,314,90,13.5
03-05-2025-16-54,314,90,13.5
03-05-2025-16-54,320,90,13.5
03-05-2025-16-54,320,90,13.5
03-05-2025-16-54,319,90,13.44
03-05-2025-16-54,319,90,13.44
03-05-2025-16-54,319,90,13.5
03-05-2025-16-54,319,90,13.5
03-05-2025-16-54,320,90,13.5
03-05-2025-16-54,320,90,13.5
03-05-2025-16-54,321,89,13.5
03-05-2025-16-54,321,89,13.5
03-05-2025-16-54,322,89,13.5
03-05-2025-16-54,322,89,13.5
03-05-2025-16-54,315,90,13.5
03-05-2025-16-54,315,90,13.5
03-05-2025-16-54,322,89,13.5
03-05-2025-16-54,322,89,13.5
03-05-2025-16-54,316,90,13.5
03-05-2025-16-54,316,90,13.5
03-05-2025-16-54,320,90,13.5
03-05-2025-16-54,320,90,13.5
03-05-2025-16-54,319,90,13.5
03-05-2025-16-54,319,90,13.5
03-05-2025-16-54,319,90,13.5
03-05-2025-16-54,319,90,13.5
03-05-2025-16-54,318,90,13.5
03-05-2025-16-54,318,90,13.5
03-05-2025-16-54,315,90,13.5
03-05-2025-16-54,315,90,13.5
03-05-2025-16-54,324,89,13.44
03-05-2025-16-54,324,89,13.44
03-05-2025-16-54,316,90,13.44
03-05-2025-16-54,316,90,13.44
03-05-2025-16-54,320,90,13.5
03-05-2025-16-54,320,90,13.5
03-05-2025-16-54,317,90,13.44
03-05-2025-16-54,317,90,13.44
03-05-2025-16-54,320,90,13.5
03-05-2025-16-54,320,90,13.5
03-05-2025-16-54,319,90,13.5
03-05-2025-16-54,319,90,13.5
03-05-2025-16-54,320,90,13.5
03-05-2025-16-54,320,90,13.5
03-05-2025-16-54,324,89,13.44
03-05-2025-16-54,324,89,13.44
03-05-2025-16-54,315,90,13.5
03-05-2025-16-55,315,90,13.5
03-05-2025-16-55,322,89,13.5
03-05-2025-16-55,322,89,13.5
03-05-2025-16-55,319,90,13.5
03-05-2025-16-55,319,90,13.5
03-05-2025-16-55,321,89,13.5
03-05-2025-16-55,321,89,13.5
03-05-2025-16-55,321,89,13.5
03-05-2025-16-55,321,89,13.5
03-05-2025-16-55,319,90,13.5
03-05-2025-16-55,319,90,13.5
03-05-2025-16-55,325,89,13.5
03-05-2025-16-55,325,89,13.5
03-05-2025-16-55,315,90,13.44
03-05-2025-16-55,315,90,13.44
03-05-2025-16-55,321,89,13.5
03-05-2025-16-55,321,89,13.5
03-05-2025-16-55,319,90,13.5
03-05-2025-16-55,319,90,13.5
03-05-2025-16-55,318,90,13.5
03-05-2025-16-55,318,90,13.5
03-05-2025-16-55,318,90,13.5
03-05-2025-16-55,318,90,13.5
03-05-2025-16-55,318,90,13.5
03-05-2025-16-55,315,90,13.5
03-05-2025-16-55,315,90,13.5
03-05-2025-16-55,324,89,13.5
03-05-2025-16-55,324,89,13.5
03-05-2025-16-55,317,90,13.5
03-05-2025-16-55,317,90,13.5
03-05-2025-16-55,322,89,13.44
03-05-2025-16-55,322,89,13.44
03-05-2025-16-55,319,90,13.5
03-05-2025-16-55,319,90,13.5
03-05-2025-16-55,319,90,13.5
03-05-2025-16-55,319,90,13.5
03-05-2025-16-55,318,90,13.44
03-05-2025-16-55,318,90,13.44
03-05-2025-16-55,319,90,13.44
03-05-2025-16-55,319,90,13.44
03-05-2025-16-55,320,90,13.44
03-05-2025-16-55,320,90,13.44
03-05-2025-16-55,315,90,13.5
03-05-2025-16-55,315,90,13.5
03-05-2025-16-55,324,89,13.5
03-05-2025-16-55,324,89,13.5
03-05-2025-16-55,315,90,13.5
03-05-2025-16-55,315,90,13.5
03-05-2025-16-55,322,89,13.44
03-05-2025-16-55,322,89,13.44
03-05-2025-16-55,318,90,13.5
03-05-2025-16-55,318,90,13.5
03-05-2025-16-55,319,90,13.5
03-05-2025-16-55,319,90,13.5
03-05-2025-16-55,319,90,13.44
03-05-2025-16-55,319,90,13.44
03-05-2025-16-55,320,90,13.44
03-05-2025-16-55,320,90,13.44
03-05-2025-16-55,324,89,13.5
03-05-2025-16-55,324,89,13.5
03-05-2025-16-56,315,90,13.5
03-05-2025-16-56,315,90,13.5
03-05-2025-16-56,320,90,13.5
03-05-2025-16-56,320,90,13.5
03-05-2025-16-56,318,90,13.5
03-05-2025-16-56,318,90,13.5
03-05-2025-16-56,319,90,13.5
03-05-2025-16-56,319,90,13.5
03-05-2025-16-56,318,90,13.44
03-05-2025-16-56,318,90,13.44
03-05-2025-16-56,319,90,13.5
03-05-2025-16-56,319,90,13.5
03-05-2025-16-56,324,89,13.5
03-05-2025-16-56,324,89,13.5
03-05-2025-16-56,314,90,13.44
03-05-2025-16-56,314,90,13.44
03-05-2025-16-56,320,90,13.5
03-05-2025-16-56,320,90,13.5
03-05-2025-16-56,318,90,13.44
03-05-2025-16-56,318,90,13.44
03-05-2025-16-56,318,90,13.44
03-05-2025-16-56,318,90,13.44
03-05-2025-16-56,317,90,13.5
03-05-2025-16-56,317,90,13.5
03-05-2025-16-56,319,90,13.5
03-05-2025-16-56,319,90,13.5
03-05-2025-16-56,324,89,13.5
03-05-2025-16-56,324,89,13.5
03-05-2025-16-56,316,90,13.5
03-05-2025-16-56,316,90,13.5
03-05-2025-16-56,321,89,13.5
03-05-2025-16-56,321,89,13.5
03-05-2025-16-56,321,89,13.5
03-05-2025-16-56,321,89,13.5
03-05-2025-16-56,321,89,13.5
03-05-2025-16-56,321,89,13.5
03-05-2025-16-56,319,90,13.44
03-05-2025-16-56,319,90,13.44
03-05-2025-16-56,319,90,13.5
03-05-2025-16-56,319,90,13.5
03-05-2025-16-56,324,89,13.44
03-05-2025-16-56,324,89,13.44
03-05-2025-16-56,314,90,13.5
03-05-2025-16-56,314,90,13.5
03-05-2025-16-56,322,89,13.5
03-05-2025-16-56,322,89,13.5
03-05-2025-16-56,318,90,13.44
03-05-2025-16-56,318,90,13.44
03-05-2025-16-56,319,90,13.44
03-05-2025-16-56,319,90,13.44
03-05-2025-16-56,319,90,13.5
03-05-2025-16-56,319,90,13.5
03-05-2025-16-56,318,90,13.44
03-05-2025-16-56,318,90,13.44
03-05-2025-16-56,320,90,13.5
03-05-2025-16-56,320,90,13.5
03-05-2025-16-56,319,90,13.44
03-05-2025-16-56,319,90,13.44
03-05-2025-16-56,322,89,13.44
03-05-2025-16-56,322,89,13.44
03-05-2025-16-57,315,90,13.5
03-05-2025-16-57,315,90,13.5
03-05-2025-16-57,321,89,13.5
03-05-2025-16-57,321,89,13.5
03-05-2025-16-57,316,90,13.44
03-05-2025-16-57,316,90,13.44
03-05-2025-16-57,321,89,13.5
03-05-2025-16-57,321,89,13.5
03-05-2025-16-57,321,89,13.5
03-05-2025-16-57,317,90,13.5
03-05-2025-16-57,317,90,13.5
03-05-2025-16-57,313,90,13.44
03-05-2025-16-57,313,90,13.44
03-05-2025-16-57,325,89,13.44
03-05-2025-16-57,325,89,13.44
03-05-2025-16-57,318,90,13.44
03-05-2025-16-57,318,90,13.44
03-05-2025-16-57,321,89,13.44
03-05-2025-16-57,321,89,13.44
03-05-2025-16-57,320,90,13.44
03-05-2025-16-57,320,90,13.44
03-05-2025-16-57,320,90,13.44
03-05-2025-16-57,320,90,13.44
03-05-2025-16-57,320,90,13.5
03-05-2025-16-57,320,90,13.5
03-05-2025-16-57,319,90,13.44
03-05-2025-16-57,319,90,13.44
03-05-2025-16-57,323,89,13.5
03-05-2025-16-57,323,89,13.5
03-05-2025-16-57,315,90,13.44
03-05-2025-16-57,315,90,13.44
03-05-2025-16-57,323,89,13.5
03-05-2025-16-57,323,89,13.5
03-05-2025-16-57,319,90,13.44
03-05-2025-16-57,319,90,13.44
03-05-2025-16-57,320,90,13.5
03-05-2025-16-57,320,90,13.5
03-05-2025-16-57,319,90,13.44
03-05-2025-16-57,319,90,13.44
03-05-2025-16-57,319,90,13.44
03-05-2025-16-57,319,90,13.44
03-05-2025-16-57,324,89,13.44
03-05-2025-16-57,324,89,13.44
03-05-2025-16-57,315,90,13.44
03-05-2025-16-57,315,90,13.44
03-05-2025-16-57,320,90,13.44
03-05-2025-16-57,320,90,13.44
03-05-2025-16-57,318,90,13.44
03-05-2025-16-57,318,90,13.44
03-05-2025-16-57,319,90,13.44
03-05-2025-16-57,319,90,13.44
03-05-2025-16-57,318,90,13.44
03-05-2025-16-57,318,90,13.44
03-05-2025-16-57,318,90,13.44
03-05-2025-16-57,318,90,13.44
03-05-2025-16-57,323,89,13.44
03-05-2025-16-57,323,89,13.44
03-05-2025-16-57,316,90,13.44
03-05-2025-16-57,316,90,13.44
03-05-2025-16-57,321,89,13.44
03-05-2025-16-58,321,89,13.44
03-05-2025-16-58,319,90,13.5
03-05-2025-16-58,319,90,13.5
03-05-2025-16-58,320,90,13.44
03-05-2025-16-58,320,90,13.44
03-05-2025-16-58,319,90,13.44
03-05-2025-16-58,319,90,13.44
03-05-2025-16-58,316,90,13.44
03-05-2025-16-58,316,90,13.44
03-05-2025-16-58,324,89,13.44
03-05-2025-16-58,324,89,13.44
03-05-2025-16-58,317,90,13.44
03-05-2025-16-58,317,90,13.44
03-05-2025-16-58,318,90,13.44
03-05-2025-16-58,318,90,13.44
03-05-2025-16-58,318,90,13.44
03-05-2025-16-58,318,90,13.44
03-05-2025-16-58,320,90,13.44
03-05-2025-16-58,320,90,13.44
03-05-2025-16-58,325,89,13.44
03-05-2025-16-58,325,89,13.44
03-05-2025-16-58,315,90,13.44
03-05-2025-16-58,315,90,13.44
03-05-2025-16-58,321,89,13.44
03-05-2025-16-58,321,89,13.44
03-05-2025-16-58,318,90,13.44
03-05-2025-16-58,318,90,13.44
03-05-2025-16-58,319,90,13.44
03-05-2025-16-58,319,90,13.44
03-05-2025-16-58,319,90,13.44
03-05-2025-16-58,319,90,13.44
03-05-2025-16-58,320,90,13.44
03-05-2025-16-58,320,90,13.44
03-05-2025-16-58,323,89,13.44
03-05-2025-16-58,323,89,13.44
03-05-2025-16-58,316,90,13.44
03-05-2025-16-58,316,90,13.44
03-05-2025-16-58,321,89,13.44
03-05-2025-16-58,321,89,13.44
03-05-2025-16-58,318,90,13.44
03-05-2025-16-58,318,90,13.44
03-05-2025-16-58,318,90,13.44
03-05-2025-16-58,318,90,13.44
03-05-2025-16-58,318,90,13.44
03-05-2025-16-58,318,90,13.44
03-05-2025-16-58,314,90,13.44
03-05-2025-16-58,314,90,13.44
03-05-2025-16-58,323,89,13.44
03-05-2025-16-58,323,89,13.44
03-05-2025-16-58,317,90,13.44
03-05-2025-16-58,317,90,13.44
03-05-2025-16-58,320,90,13.44
03-05-2025-16-58,320,90,13.44
03-05-2025-16-58,320,90,13.44
03-05-2025-16-58,317,90,13.44
03-05-2025-16-58,317,90,13.44
03-05-2025-16-58,316,90,13.44
03-05-2025-16-58,316,90,13.44
03-05-2025-16-58,316,90,13.44
03-05-2025-16-59,316,90,13.44
03-05-2025-16-59,323,89,13.44
03-05-2025-16-59,323,89,13.44
03-05-2025-16-59,317,90,13.44
03-05-2025-16-59,317,90,13.44
03-05-2025-16-59,326,89,13.44
03-05-2025-16-59,326,89,13.44
03-05-2025-16-59,318,90,13.44
03-05-2025-16-59,318,90,13.44
03-05-2025-16-59,319,90,13.38
03-05-2025-16-59,319,90,13.38
03-05-2025-16-59,322,89,13.44
03-05-2025-16-59,322,89,13.44
03-05-2025-16-59,316,90,13.38
03-05-2025-16-59,316,90,13.38
03-05-2025-16-59,322,89,13.38
03-05-2025-16-59,322,89,13.38
03-05-2025-16-59,318,90,13.38
03-05-2025-16-59,318,90,13.38
03-05-2025-16-59,322,89,13.38
03-05-2025-16-59,322,89,13.38
03-05-2025-16-59,318,90,13.38
03-05-2025-16-59,318,90,13.38
03-05-2025-16-59,320,90,13.38
03-05-2025-16-59,320,90,13.38
03-05-2025-16-59,325,89,13.38
03-05-2025-16-59,325,89,13.38
03-05-2025-16-59,314,90,13.38
03-05-2025-16-59,314,90,13.38
03-05-2025-16-59,322,89,13.38
03-05-2025-16-59,322,89,13.38
03-05-2025-16-59,319,90,13.44
03-05-2025-16-59,319,90,13.44
03-05-2025-16-59,319,90,13.38
03-05-2025-16-59,319,90,13.38
03-05-2025-16-59,320,90,13.38
03-05-2025-16-59,320,90,13.38
03-05-2025-16-59,320,90,13.44
03-05-2025-16-59,320,90,13.44
03-05-2025-16-59,324,89,13.38
03-05-2025-16-59,324,89,13.38
03-05-2025-16-59,316,90,13.38
03-05-2025-16-59,316,90,13.38
03-05-2025-16-59,322,89,13.38
03-05-2025-16-59,322,89,13.38
03-05-2025-16-59,319,90,13.38
03-05-2025-16-59,319,90,13.38
03-05-2025-16-59,322,89,13.38
03-05-2025-16-59,322,89,13.38
03-05-2025-16-59,318,90,13.38
03-05-2025-16-59,318,90,13.38
03-05-2025-16-59,318,90,13.38
03-05-2025-16-59,318,90,13.38
03-05-2025-16-59,322,89,13.38
03-05-2025-16-59,322,89,13.38
03-05-2025-16-59,316,90,13.38
03-05-2025-16-59,316,90,13.38
03-05-2025-16-59,320,90,13.38
03-05-2025-16-59,320,90,13.38
03-05-2025-16-59,318,90,13.38
03-05-2025-17-00,318,90,13.38
03-05-2025-17-00,319,90,13.38
03-05-2025-17-00,319,90,13.38
03-05-2025-17-00,324,89,13.38
03-05-2025-17-00,324,89,13.38
03-05-2025-17-00,314,90,13.38
03-05-2025-17-00,314,90,13.38
03-05-2025-17-00,321,89,13.38
03-05-2025-17-00,321,89,13.38
03-05-2025-17-00,318,90,13.44
03-05-2025-17-00,318,90,13.44
03-05-2025-17-00,318,90,13.38
03-05-2025-17-00,318,90,13.38
03-05-2025-17-00,318,90,13.38
03-05-2025-17-00,318,90,13.38
03-05-2025-17-00,315,90,13.38
03-05-2025-17-00,315,90,13.38
03-05-2025-17-00,324,89,13.38
03-05-2025-17-00,324,89,13.38
03-05-2025-17-00,316,90,13.38
03-05-2025-17-00,316,90,13.38
03-05-2025-17-00,321,89,13.38
03-05-2025-17-00,321,89,13.38
03-05-2025-17-00,319,90,13.38
03-05-2025-17-00,319,90,13.38
03-05-2025-17-00,319,90,13.38
03-05-2025-17-00,319,90,13.38
03-05-2025-17-00,319,90,13.38
03-05-2025-17-00,319,90,13.38
03-05-2025-17-00,314,90,13.38
03-05-2025-17-00,314,90,13.38
03-05-2025-17-00,322,89,13.38
03-05-2025-17-00,322,89,13.38
03-05-2025-17-00,318,90,13.38
03-05-2025-17-00,318,90,13.38
03-05-2025-17-00,319,90,13.38
03-05-2025-17-00,319,90,13.38
03-05-2025-17-00,319,90,13.38
03-05-2025-17-00,319,90,13.38
03-05-2025-17-00,319,90,13.38
03-05-2025-17-00,322,89,13.31
03-05-2025-17-00,322,89,13.31
03-05-2025-17-00,315,90,13.31
03-05-2025-17-00,315,90,13.31
03-05-2025-17-00,321,89,13.31
03-05-2025-17-00,321,89,13.31
03-05-2025-17-00,321,89,13.31
03-05-2025-17-00,321,89,13.31
03-05-2025-17-00,322,89,13.31
03-05-2025-17-00,322,89,13.31
03-05-2025-17-00,322,89,13.31
03-05-2025-17-00,322,89,13.31
03-05-2025-17-00,315,90,13.31
03-05-2025-17-00,315,90,13.31
03-05-2025-17-00,322,89,13.31
03-05-2025-17-00,322,89,13.31
03-05-2025-17-00,318,90,13.38
03-05-2025-17-00,318,90,13.38
03-05-2025-17-00,319,90,13.31
03-05-2025-17-00,319,90,13.31
03-05-2025-17-01,319,90,13.31
03-05-2025-17-01,319,90,13.31
03-05-2025-17-01,318,90,13.31
03-05-2025-17-01,318,90,13.31
03-05-2025-17-01,323,89,13.31
03-05-2025-17-01,323,89,13.31
03-05-2025-17-01,315,90,13.31
03-05-2025-17-01,315,90,13.31
03-05-2025-17-01,321,89,13.31
03-05-2025-17-01,321,89,13.31
03-05-2025-17-01,319,90,13.31
03-05-2025-17-01,319,90,13.31
03-05-2025-17-01,320,90,13.31
03-05-2025-17-01,320,90,13.31
03-05-2025-17-01,320,90,13.31
03-05-2025-17-01,320,90,13.31
03-05-2025-17-01,319,90,13.31
03-05-2025-17-01,319,90,13.31
03-05-2025-17-01,323,89,13.31
03-05-2025-17-01,323,89,13.31
03-05-2025-17-01,316,90,13.31
03-05-2025-17-01,316,90,13.31
03-05-2025-17-01,321,89,13.31
03-05-2025-17-01,321,89,13.31
03-05-2025-17-01,320,90,13.31
03-05-2025-17-01,320,90,13.31
03-05-2025-17-01,319,90,13.31
03-05-2025-17-01,319,90,13.31
03-05-2025-17-01,319,90,13.31
03-05-2025-17-01,319,90,13.31
03-05-2025-17-01,319,90,13.31
03-05-2025-17-01,319,90,13.31
03-05-2025-17-01,325,89,13.31
03-05-2025-17-01,325,89,13.31
03-05-2025-17-01,314,90,13.31
03-05-2025-17-01,314,90,13.31
03-05-2025-17-01,322,89,13.31
03-05-2025-17-01,322,89,13.31
03-05-2025-17-01,318,90,13.31
03-05-2025-17-01,318,90,13.31
03-05-2025-17-01,320,90,13.31
03-05-2025-17-01,320,90,13.31
03-05-2025-17-01,320,90,13.31
03-05-2025-17-01,320,90,13.31
03-05-2025-17-01,320,90,13.31
03-05-2025-17-01,320,90,13.31
03-05-2025-17-01,319,90,13.31
03-05-2025-17-01,319,90,13.31
03-05-2025-17-01,319,90,13.31
03-05-2025-17-01,319,90,13.31
03-05-2025-17-01,321,89,13.31
03-05-2025-17-01,321,89,13.31
03-05-2025-17-01,317,90,13.31
03-05-2025-17-01,317,90,13.31
03-05-2025-17-01,326,89,13.31
03-05-2025-17-01,326,89,13.31
03-05-2025-17-01,318,90,13.31
03-05-2025-17-01,318,90,13.31
03-05-2025-17-01,323,89,13.31
03-05-2025-17-02,323,89,13.31
03-05-2025-17-02,316,90,13.31
03-05-2025-17-02,316,90,13.31
03-05-2025-17-02,320,90,13.31
03-05-2025-17-02,320,90,13.31
03-05-2025-17-02,321,89,13.31
03-05-2025-17-02,321,89,13.31
03-05-2025-17-02,321,89,13.31
03-05-2025-17-02,321,89,13.31
03-05-2025-17-02,319,90,13.31
03-05-2025-17-02,319,90,13.31
03-05-2025-17-02,321,89,13.31
03-05-2025-17-02,321,89,13.31
03-05-2025-17-02,321,89,13.31
03-05-2025-17-02,321,89,13.31
03-05-2025-17-02,321,89,13.31
03-05-2025-17-02,321,89,13.31
03-05-2025-17-02,321,89,13.31
03-05-2025-17-02,321,89,13.31
03-05-2025-17-02,313,90,13.31
03-05-2025-17-02,313,90,13.31
03-05-2025-17-02,323,89,13.25
03-05-2025-17-02,323,89,13.25
03-05-2025-17-02,314,90,13.31
03-05-2025-17-02,314,90,13.31
03-05-2025-17-02,314,90,13.31
03-05-2025-17-02,314,90,13.31
03-05-2025-17-02,314,90,13.31
03-05-2025-17-02,314,90,13.31
03-05-2025-17-02,316,90,13.25
03-05-2025-17-02,316,90,13.25
03-05-2025-17-02,319,90,13.25
03-05-2025-17-02,319,90,13.25
03-05-2025-17-02,320,90,13.25
03-05-2025-17-02,320,90,13.25
03-05-2025-17-02,319,90,13.25
03-05-2025-17-02,319,90,13.25
03-05-2025-17-02,320,90,13.25
03-05-2025-17-02,320,90,13.25
03-05-2025-17-02,320,90,13.25
03-05-2025-17-02,320,90,13.25
03-05-2025-17-02,320,90,13.25
03-05-2025-17-02,320,90,13.25
03-05-2025-17-02,316,90,13.25
03-05-2025-17-02,316,90,13.25
03-05-2025-17-02,324,89,13.25
03-05-2025-17-02,324,89,13.25
03-05-2025-17-02,315,90,13.25
03-05-2025-17-02,315,90,13.25
03-05-2025-17-02,322,89,13.25
03-05-2025-17-02,322,89,13.25
03-05-2025-17-02,315,90,13.25
03-05-2025-17-02,315,90,13.25
03-05-2025-17-02,319,90,13.25
03-05-2025-17-02,319,90,13.25
03-05-2025-17-02,319,90,13.25
03-05-2025-17-02,319,90,13.25
03-05-2025-17-02,320,90,13.25
03-05-2025-17-02,320,90,13.25
03-05-2025-17-02,320,90,13.25
03-05-2025-17-03,320,90,13.25
03-05-2025-17-03,319,90,13.25
03-05-2025-17-03,319,90,13.25
03-05-2025-17-03,319,90,13.25
03-05-2025-17-03,319,90,13.25
03-05-2025-17-03,319,90,13.25
03-05-2025-17-03,319,90,13.25
03-05-2025-17-03,320,90,13.25
03-05-2025-17-03,320,90,13.25
03-05-2025-17-03,316,90,13.25
03-05-2025-17-03,316,90,13.25
03-05-2025-17-03,324,89,13.25
03-05-2025-17-03,324,89,13.25
03-05-2025-17-03,314,90,13.25
03-05-2025-17-03,314,90,13.25
03-05-2025-17-03,323,89,13.25
03-05-2025-17-03,323,89,13.25
03-05-2025-17-03,316,90,13.25
03-05-2025-17-03,316,90,13.25
03-05-2025-17-03,322,89,13.25
03-05-2025-17-03,322,89,13.25
03-05-2025-17-03,319,90,13.25
03-05-2025-17-03,319,90,13.25
03-05-2025-17-03,320,90,13.19
03-05-2025-17-03,320,90,13.19
03-05-2025-17-03,319,90,13.25
03-05-2025-17-03,319,90,13.25
03-05-2025-17-03,320,90,13.25
03-05-2025-17-03,320,90,13.25
03-05-2025-17-03,318,90,13.25
03-05-2025-17-03,318,90,13.25
03-05-2025-17-03,320,90,13.25
03-05-2025-17-03,320,90,13.25
03-05-2025-17-03,321,89,13.25
03-05-2025-17-03,321,89,13.25
03-05-2025-17-03,316,90,13.19
03-05-2025-17-03,316,90,13.19
03-05-2025-17-03,326,89,13.19
03-05-2025-17-03,326,89,13.19
03-05-2025-17-03,317,90,13.25
03-05-2025-17-03,317,90,13.25
03-05-2025-17-03,319,90,13.25
03-05-2025-17-03,319,90,13.25
03-05-2025-17-03,321,89,13.25
03-05-2025-17-03,321,89,13.25
03-05-2025-17-03,320,90,13.25
03-05-2025-17-03,320,90,13.25
03-05-2025-17-03,320,90,13.25
03-05-2025-17-03,320,90,13.25
03-05-2025-17-03,320,90,13.25
03-05-2025-17-03,320,90,13.25
03-05-2025-17-03,323,89,13.25
03-05-2025-17-03,323,89,13.25
03-05-2025-17-03,314,90,13.19
03-05-2025-17-03,314,90,13.19
03-05-2025-17-03,322,89,13.25
03-05-2025-17-03,322,89,13.25
03-05-2025-17-03,320,90,13.19
03-05-2025-17-03,320,90,13.19
03-05-2025-17-03,320,90,13.19
03-05-2025-17-04,320,90,13.19
03-05-2025-17-04,318,90,13.19
03-05-2025-17-04,318,90,13.19
03-05-2025-17-04,320,90,13.19
03-05-2025-17-04,320,90,13.19
03-05-2025-17-04,324,89,13.19
03-05-2025-17-04,324,89,13.19
03-05-2025-17-04,315,90,13.19
03-05-2025-17-04,315,90,13.19
03-05-2025-17-04,315,90,13.19
03-05-2025-17-04,315,90,13.19
03-05-2025-17-04,315,90,13.19
03-05-2025-17-04,322,89,13.19
03-05-2025-17-04,322,89,13.19
03-05-2025-17-04,315,90,13.19
03-05-2025-17-04,315,90,13.19
03-05-2025-17-04,321,89,13.19
03-05-2025-17-04,321,89,13.19
03-05-2025-17-04,320,90,13.19
03-05-2025-17-04,320,90,13.19
03-05-2025-17-04,320,90,13.19
03-05-2025-17-04,320,90,13.19
03-05-2025-17-04,320,90,13.19
03-05-2025-17-04,320,90,13.19
03-05-2025-17-04,320,90,13.19
03-05-2025-17-04,320,90,13.19
03-05-2025-17-04,319,90,13.19
03-05-2025-17-04,319,90,13.19
03-05-2025-17-04,321,89,13.19
03-05-2025-17-04,321,89,13.19
03-05-2025-17-04,320,90,13.13
03-05-2025-17-04,320,90,13.13
03-05-2025-17-04,320,90,13.19
03-05-2025-17-04,320,90,13.19
03-05-2025-17-04,320,90,13.13
03-05-2025-17-04,320,90,13.13
03-05-2025-17-04,320,90,13.19
03-05-2025-17-04,320,90,13.19
03-05-2025-17-04,319,90,13.19
03-05-2025-17-04,319,90,13.19
03-05-2025-17-04,319,90,13.19
03-05-2025-17-04,319,90,13.19
03-05-2025-17-04,319,90,13.19
03-05-2025-17-04,319,90,13.19
03-05-2025-17-04,319,90,13.19
03-05-2025-17-04,319,90,13.19
03-05-2025-17-04,321,89,13.13
03-05-2025-17-04,321,89,13.13
03-05-2025-17-04,315,90,13.13
03-05-2025-17-04,315,90,13.13
03-05-2025-17-04,322,89,13.19
03-05-2025-17-04,322,89,13.19
03-05-2025-17-04,316,90,13.19
03-05-2025-17-04,316,90,13.19
03-05-2025-17-04,325,89,13.19
03-05-2025-17-04,325,89,13.19
03-05-2025-17-04,315,90,13.19
03-05-2025-17-04,315,90,13.19
03-05-2025-17-04,324,89,13.13
03-05-2025-17-05,324,89,13.13
03-05-2025-17-05,319,90,13.19
03-05-2025-17-05,319,90,13.19
03-05-2025-17-05,323,89,13.19
03-05-2025-17-05,323,89,13.19
03-05-2025-17-05,317,90,13.13
03-05-2025-17-05,317,90,13.13
03-05-2025-17-05,322,89,13.19
03-05-2025-17-05,322,89,13.19
03-05-2025-17-05,319,90,13.13
03-05-2025-17-05,319,90,13.13
03-05-2025-17-05,321,89,13.19
03-05-2025-17-05,321,89,13.19
03-05-2025-17-05,319,90,13.13
03-05-2025-17-05,319,90,13.13
03-05-2025-17-05,321,89,13.13
03-05-2025-17-05,321,89,13.13
03-05-2025-17-05,319,90,13.19
03-05-2025-17-05,319,90,13.19
03-05-2025-17-05,320,90,13.13
03-05-2025-17-05,320,90,13.13
03-05-2025-17-05,320,90,13.13
03-05-2025-17-05,320,90,13.13
03-05-2025-17-05,320,90,13.13
03-05-2025-17-05,320,90,13.13
